impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-179769,A730261,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2952973,LOST,Princess,Cat,Over 1 year<p/>,Female,Scottish Fold,White,"Jun 09, 2025",Date Lost,98045 98045,,,98045,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2952973,Image Copyright HLP Inc. 2025,"Description: All white very petite blue eyes grey tail<p/>Age: Over 1 year<p/>Location Lost: Rock creek ridge blvd sw north bend WA 98045, North Bend WA  98045<p/>Lost Date: 2025-06-09<p/>",
K25-180958,A732161,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967095,LOST,Blewett,Cat,Over 1 year<p/>,Male,Domestic Longhair,Unknown,"Jun 25, 2025",Date Lost,14th  Ave E & E Harrison St,Seattle,,98112,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967095,Image Copyright HLP Inc. 2025,"Description: Orange long hair boy cat, neutered, with some white. May have flea collar on <p/>Age: Over 1 year<p/>Location Lost: 14th and Harrison , Seattle WA  98112<p/>Lost Date: 2025-06-25<p/>",
K25-180532,A731517,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962178,LOST,Roxy,Dog,Over 1 year<p/>,Female,Pug,Brown,"Jul 05, 2025",Date Lost,18400 block of  SE 212TH ST,,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962178,Image Copyright HLP Inc. 2025,"Description: Pug/wiener mix. Blonde/fawn. Color. Cricket teeth.<p/>Age: Over 1 year<p/>Location Lost: 18432 se 212th st, Renton WA  98058<p/>Lost Date: 2025-07-05<p/>",
K25-179840,A730328,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953615,LOST,,Dog,Over 1 year<p/>,Male,English Bulldog,Brown,"Jun 15, 2025",Date Lost,300 block of  S St SE,Auburn,,98002,OTHER,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953615,Image Copyright HLP Inc. 2025,"Description: Reddish tan with a white chest and white mark between his eyes<p/>Age: Over 1 year<p/>Location Lost: 203rd Ave SE, Sammamish WA  98075<p/>Lost Date: 2025-06-15<p/>",
K25-180782,A731851,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731851,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mini,Cat,10 WEEKS,Male,Domestic Shorthair,Black / White,"Jul 11, 2025",Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731851,Image Copyright HLP Inc. 2025,"Received on: 2025-07-11<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-179850,A730342,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953738,LOST,Nemo,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,Unknown,"Jun 11, 2025",Date Lost,Rosario  Ave NE & NE 3rd Ct,Renton,,98059,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953738,Image Copyright HLP Inc. 2025,"Description: Orange tabby cat, green eyes, about 17 pounds, no collar <p/>Age: Over 1 year<p/>Location Lost: Rosario Ave NE and NE 3rd Ct, Renton WA  98059<p/>Lost Date: 2025-06-11<p/>",
K25-179882,A730409,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2954067,LOST,Lily,Dog,Over 1 year<p/>,Female,Labrador Retriever,Black,"Jun 16, 2025",Date Lost,"207TH  PLACE SE AUBURN, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2954067,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 207th Place SE Auburn, WA , Auburn WA  98092<p/>Lost Date: 2025-06-16<p/>",
K25-180287,A731089,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958384,In Public Home,Stray Kids,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jun 27, 2025",Date Found,13200 block of  SE EASTGATE WAY,Bellevue,,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958384,Image Copyright HLP Inc. 2025,<p/>Age: Over 1 year<p/>Found Near: 13200 block of  SE EASTGATE WAY<p/>Found Date: 2025-06-27<p/>,
K25-179614,A729977,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951555,LOST,Lucifina,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jun 08, 2025",Date Lost,240TH  STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951555,Image Copyright HLP Inc. 2025,"Description: My disabled son’s cat possibly got out the back door when we had back door open to move stuff into storage. It is microchipped to my wife’s name, she is very shy and only comes to my son due to the heat I am worried of her being outside. <p/>Age: Over 1 year<p/>Location Lost: 240th street, Maple Valley WA  98038<p/>Lost Date: 2025-06-08<p/>",
K25-180789,A731860,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Onyx,Cat,0 DAYS,Female,Domestic Shorthair,Black,"Jul 11, 2025",Received on,11100 block of  SE 218TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731860,Image Copyright HLP Inc. 2025,Received on: 2025-07-11<p/> Found Near: 11100 block of  SE 218TH PL<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 0 DAYS<p/> Current Location: In RASKC Foster Home <p/>,
K25-180371,A731257,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959687,LOST,Kitty (olive,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,Black,"Jun 25, 2025",Date Lost,S  138th St & 38th Ave S,Tukwila,,98168,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959687,Image Copyright HLP Inc. 2025,"Description: 11 years old, a tuxedo cat, mostly sleeps, loves being on porch on sun, mellow kitty, green eyes <p/>Age: Over 1 year<p/>Location Lost: 138th St and 38th Ave Tukwila , Seattle WA  98168<p/>Lost Date: 2025-06-25<p/>",
K25-180288,A731090,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2958386,In Public Home,"2am, Got 7,",Cat,Unknown<p/>,Unknown,Domestic Mediumhair,Unknown,"Jun 27, 2025",Date Found,13200 block of  SE EASTGATE WAY,Bellevue,,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2958386,Image Copyright HLP Inc. 2025,Description: ~9weeks<p/>Age: Unknown<p/>Found Near: 13200 block of  SE EASTGATE WAY<p/>Found Date: 2025-06-27<p/>,
K25-180740,A731810,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731810,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,5 YEARS,Female,Australian Shepherd,Tricolor / Brown,"Jul 10, 2025",Received on,30200 block of  THOMAS RD SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731810,Image Copyright HLP Inc. 2025,"Received on: 2025-07-10<p/> Found Near: 30200 block of  THOMAS RD SE<p/> Description: Tricolor / Brown Female Australian Shepherd Dog<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180368,A731251,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959660,In Public Home,,Dog,Unknown<p/>,Female,American Pit Bull Terrier,Unknown,"Jun 30, 2025",Date Found,44TH 44TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959660,Image Copyright HLP Inc. 2025,"Description: Brown and white pit with brown heart on top of head <p/>Age: Unknown<p/>Found Near: 44th, Seattle WA  98178<p/>Found Date: 2025-06-30<p/>",
K25-180519,A730947,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A730947,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sassy,Cat,12 WEEKS,Spayed Female,Domestic Shorthair,Black,"Jul 05, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A730947,Image Copyright HLP Inc. 2025,"Received on: 2025-07-05<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sassy and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-179849,A730337,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2953660,LOST,Jade,Dog,Over 1 year<p/>,Female,Golden Retriever,Unknown,"Jun 15, 2025",Date Lost,SE  248th St & 244th Pl SE,King County,,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2953660,Image Copyright HLP Inc. 2025,"Description: Older Golden Retreiver. Blond and off white.  Large chested.  <p/>Age: Over 1 year<p/>Location Lost: SE 248TH ST  and 244th Ave SE, Maple Valley WA  98038<p/>Lost Date: 2025-06-15<p/>",
K25-180888,A732031,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732031,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Kelsey,Cat,9 WEEKS,Spayed Female,Domestic Mediumhair,Calico / Tortie,"Jul 14, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732031,Image Copyright HLP Inc. 2025,"Received on: 2025-07-14<p/> Description: Calico / Tortie<p/>  Spayed Female Domestic Mediumhair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Kelsey and I am available for adoption!<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/><p/>",
K25-180224,A730996,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957904,LOST,Pepper,Cat,Over 1 year<p/>,Female,American Shorthair,Brown,"Jun 23, 2025",Date Lost,15100 block of  SE MAY VALLEY RD,,,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957904,Image Copyright HLP Inc. 2025,"Description: Pepper is a 15 year old petite brown tabby/torbie.  We rescued her from Seattle Humane Society 14 years ago and I believe she may have been microchipped there.  Her name at adoption was Shannon. <p/>Age: Over 1 year<p/>Location Lost: 15125 Se May Valley Road, Renton WA  98059<p/>Lost Date: 2025-06-23<p/>",
K25-180099,A730849,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956824,In Public Home,Cat,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Jun 22, 2025",Date Found,SW  120th St & Ambaum Blvd SW,Burien,,98146,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956824,Image Copyright HLP Inc. 2025,"Description: Cat hanging around the house, pretty small, skittish. Orange with darker orange stripes, white chest and green eyes. <p/>Age: Unknown<p/>Found Near: 120th St and Ambaum blvd , Seattle WA  98146<p/>Found Date: Jun 22 202<p/>",
K25-179543,A729870,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2950630,In Public Home,?,Dog,Over 1 year<p/>,Female,Bichon Frise,Brown,"Jun 07, 2025",Date Found,30TH  AND TERRACE SEATTLE WASHINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2950630,Image Copyright HLP Inc. 2025,"Description: This dog has been roaming the neighborhood for two days. It has a harness brown harness and leash attached to the harness no collar very fearful will not let me get her. Please call me if you are missing this dog 510-672-2698. The dog definitely lives in this area somewhere.<p/>Age: Over 1 year<p/>Found Near: 30th and terrace Seattle Washington , Mercer Island WA  98040<p/>Found Date: 2025-06-07<p/>",
K25-179586,A729911,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951173,LOST,Sweetie,Dog,Unknown<p/>,Female,Toy Poodle,Brown,"Jun 08, 2025",Date Lost,1500 block of  N 3rd St,Renton,,98057,RENTON,47.486732,-122.198095,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951173,Image Copyright HLP Inc. 2025,"Description: Sweetie is a poodle mix last seen with a pink collar on in my yard <p/>Age: Unknown<p/>Location Lost: 1500 N 3rd street , Renton WA  98057<p/>Lost Date: 2025-06-08<p/>",
K25-180819,A731898,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A731898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jasmine,Dog,2 YEARS,Spayed Female,German Shepherd / Mix,White / Tan,"Jul 12, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731898,Image Copyright HLP Inc. 2025,"Received on: 2025-07-12<p/> Description: White / Tan<p/>  Spayed Female German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Jasmine and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 7/12/25.<p/><p/>I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I weigh 50.6 lbs and am considered a ""large breed"" dog.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/><p/>",
K25-181053,A732268,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967813,LOST,Crystal,Cat,Over 1 year<p/>,Female,Domestic Longhair,Black,"Jul 15, 2025",Date Lost,1200 block of  S 124TH ST,Burien,,98168,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967813,Image Copyright HLP Inc. 2025,"Description: Crystal is 15 years younger is and very small and petite.   Long black hair but almost looks red in her undercoat as she’s aging.  Grey a little too.  Very friendly and loves getting in cars.   <p/>Age: Over 1 year<p/>Location Lost: 1208 S 124th St, Seattle WA  98168<p/>Lost Date: 2025-07-15<p/>",
K25-181055,A732269,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732269,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,12 YEARS,Female,Shih Tzu,Pink / White,"Jul 18, 2025",Received on,3800 block of  S 132ND PL,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732269,Image Copyright HLP Inc. 2025,"Received on: 2025-07-18<p/> Found Near: 3800 block of  S 132ND PL<p/> Description: Pink / White Female Shih Tzu Dog<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180790,A731861,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731861,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Percy,Dog,4 YEARS,Male,Pit Bull,Black,"Jul 11, 2025",Received on,1200 block of  W MEEKER ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731861,Image Copyright HLP Inc. 2025,"Received on: 2025-07-11<p/> Found Near: 1200 block of  W MEEKER ST<p/> Description: Black Male Pit Bull Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-179912,A730472,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2954493,LOST,Hobbes,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jun 07, 2025",Date Lost,SE  272 ST AND 198TH PL SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2954493,Image Copyright HLP Inc. 2025,"Description: Medium size orange and white cat named Hobbes.  A little over 1 year old. He is NOT neutered.  Out door cat with dirty feet. He likes to talk (meow). no collar, no chip.<p/>Age: Over 1 year<p/>Location Lost: SE 272 St and 198th PL SE, Kent WA  98042<p/>Lost Date: 2025-06-07<p/>",
K25-179902,A730455,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2954413,LOST,Red,Dog,Over 1 year<p/>,Male,Shiba Inu,Unknown,"Jun 17, 2025",Date Lost,152ND  AVE SE AND SE 275ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2954413,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 152nd ave se and se 275nd st, Kent WA  98042<p/>Lost Date: 2025-07-15<p/>",
